player_id,player_name,position,total_goals,matches_played,goals_per_game
372436,Ivan SUNJIC,Midfielder,0.0,4.0,0.0
373344,GARRY RODRIGUES,Midfielder,0.0,2.0,0.0
373400,Enner VALENCIA,Forward,0.0,4.0,0.0
379886,Alireza JAHANBAKHSH,Midfielder,0.0,2.0,0.0
379939,Nabil Bentaleb,Midfielder,0.0,4.0,0.0
379942,Riyad Mahrez,Forward,2.0,4.0,0.5
379953,Leon GORETZKA,Midfielder,0.0,3.0,0.0
380005,Mario PASALIC,Midfielder,0.0,4.0,0.0
385248,Florian GRILLITSCH,Midfielder,0.0,2.0,0.0
385259,Konrad LAIMER,Midfielder,0.0,4.0,0.0
385306,Andres CUBAS,Midfielder,0.0,5.0,0.0
385475,Eldor SHOMURODOV,Forward,1.0,3.0,0.3333333333333333
385531,Xaver Schlager,Midfielder,0.0,4.0,0.0
386339,Guillermo MARTINEZ,Forward,0.0,2.0,0.0
386347,AKRAM AFIF,Forward,0.0,3.0,0.0
386348,ASSIM MADIBO,Midfielder,0.0,2.0,0.0
386366,ALMOEZ ALI,Forward,0.0,1.0,0.0
386458,Alejandro ROMERO GAMARRA,Forward,0.0,1.0,0.0
386538,Rodrigo BENTANCUR,Midfielder,0.0,3.0,0.0
388475,Mehdi TAREMI,Forward,0.0,3.0,0.0
389485,Exequiel PALACIOS,Midfielder,0.0,1.0,0.0
389754,Petar Musa,Forward,1.0,2.0,0.5
389784,Alan FRANCO,Midfielder,0.0,4.0,0.0
389867,Kylian MBAPPE,Forward,10.0,8.0,1.25
389886,Dzenis BURNIC,Midfielder,0.0,2.0,0.0
389907,Salih OZCAN,Midfielder,0.0,2.0,0.0
390181,Joe BELL,Midfielder,0.0,3.0,0.0
390196,Callum McCOWATT,Midfielder,0.0,3.0,0.0
390209,Sarpreet SINGH,Midfielder,0.0,3.0,0.0
390238,Tyler ADAMS,Midfielder,0.0,4.0,0.0
390259,Weston McKENNIE,Midfielder,0.0,5.0,0.0
390267,Christian PULISIC,Forward,0.0,4.0,0.0
390276,Haji WRIGHT,Forward,0.0,2.0,0.0
390278,Alex ZENDEJAS,Forward,0.0,1.0,0.0
390475,Sphephelo SITHOLE,Midfielder,0.0,3.0,0.0
390525,LEE Jaesung,Midfielder,0.0,2.0,0.0
390535,Mehdi TORABI,Midfielder,0.0,1.0,0.0
390670,Cyle LARIN,Forward,2.0,4.0,0.5
391646,Ritsu DOAN,Midfielder,0.0,4.0,0.0
393480,Breel EMBOLO,Forward,2.0,6.0,0.3333333333333333
394456,FABINHO,Midfielder,0.0,3.0,0.0
394993,Duckens NAZON,Forward,0.0,1.0,0.0
395083,HWANG Heechan,Midfielder,0.0,3.0,0.0
395084,HWANG Inbeom,Midfielder,1.0,3.0,0.3333333333333333
395186,AYMEN HUSSEIN,Forward,1.0,2.0,0.5
395205,BERNARDO SILVA,Midfielder,0.0,4.0,0.0
395206,BRUNO FERNANDES,Midfielder,0.0,5.0,0.0
395216,RUBEN NEVES,Midfielder,0.0,2.0,0.0
395286,Ken SEMA,Midfielder,0.0,1.0,0.0
395321,Junya ITO,Midfielder,1.0,4.0,0.25
395414,Giovani Lo Celso,Midfielder,1.0,1.0,1.0
395471,Nadiem Amiri,Midfielder,0.0,2.0,0.0
395550,Jefferson LERMA,Midfielder,0.0,5.0,0.0
395581,Cristian MARTINEZ,Midfielder,0.0,3.0,0.0
395984,Themba ZWANE,Midfielder,0.0,1.0,0.0
396950,MAHMOUD ALMARDI,Forward,0.0,3.0,0.0
398588,Alexander SORLOTH,Forward,0.0,5.0,0.0
398680,Ousmane DEMBELE,Forward,6.0,8.0,0.75
400416,Edgar Yoel BARCENAS,Midfielder,0.0,3.0,0.0
400514,Ao TANAKA,Midfielder,0.0,3.0,0.0
400716,Martin ODEGAARD,Midfielder,0.0,5.0,0.0
401131,Michael Gregoritsch,Forward,0.0,3.0,0.0
401334,John McGinn,Midfielder,1.0,3.0,0.3333333333333333
401444,Youri TIELEMANS,Midfielder,2.0,5.0,0.4
401448,Denis ZAKARIA,Midfielder,0.0,4.0,0.0
401470,Marcus RASHFORD,Forward,1.0,6.0,0.16666666666666666
401481,Patrik Schick,Forward,0.0,3.0,0.0
401889,Ismaila SARR,Forward,4.0,4.0,1.0
401893,NUNO DA COSTA,Midfielder,0.0,4.0,0.0
401894,JAMIRO MONTEIRO,Midfielder,0.0,4.0,0.0
402021,Remo FREULER,Midfielder,0.0,6.0,0.0
402044,Marten DE ROON,Midfielder,0.0,1.0,0.0
402047,Adrien RABIOT,Midfielder,0.0,7.0,0.0
402261,Nicolas PEPE,Forward,2.0,4.0,0.5
402817,PAIK Seungho,Midfielder,0.0,3.0,0.0
402876,Agustin CANOBBIO,Midfielder,1.0,3.0,0.3333333333333333
402884,Federico VALVERDE,Midfielder,0.0,3.0,0.0
402898,Nicolas DE LA CRUZ,Midfielder,0.0,3.0,0.0
402920,Lautaro MARTINEZ,Forward,3.0,7.0,0.42857142857142855
402934,Marcos SENESI,Midfielder,0.0,2.0,0.0
402985,Jordy CAICEDO,Forward,0.0,3.0,0.0
403094,Jean-Philippe MATETA,Forward,0.0,3.0,0.0
403109,Marcus THURAM,Forward,0.0,1.0,0.0
403236,Mehdi GHAYEDI,Forward,0.0,1.0,0.0
403293,Koki OGAWA,Forward,0.0,3.0,0.0
403304,Takefusa KUBO,Midfielder,0.0,1.0,0.0
403319,NASSER ALDAWSARI,Midfielder,0.0,3.0,0.0
403585,Roberto ALVARADO,Forward,0.0,5.0,0.0
403616,Teboho MOKOENA,Midfielder,1.0,3.0,0.3333333333333333
404319,Ajdin HRUSTIC,Forward,0.0,2.0,0.0
404353,Leroy SANE,Midfielder,1.0,4.0,0.25
404645,Sander BERGE,Midfielder,0.0,5.0,0.0
404885,Tomas SOUCEK,Midfielder,0.0,3.0,0.0
405175,Seko Fofana,Midfielder,0.0,2.0,0.0
405454,Elijah JUST,Midfielder,3.0,3.0,1.0
405522,Keito Nakamura,Midfielder,1.0,4.0,0.25
405545,Ferran TORRES,Forward,1.0,8.0,0.125
405639,Amirhossein Hosseinzadeh,Forward,0.0,2.0,0.0
405742,VINICIUS JUNIOR,Forward,4.0,5.0,0.8
405755,Jaminton CAMPAZ,Forward,1.0,3.0,0.3333333333333333
405877,Amine GOUIRI,Forward,1.0,4.0,0.25
405879,Wilson Isidor,Forward,1.0,3.0,0.3333333333333333
405893,Aurelien TCHOUAMENI,Midfielder,0.0,4.0,0.0
405920,John YEBOAH,Forward,0.0,4.0,0.0
406135,Cesar HUERTA,Forward,0.0,1.0,0.0
406205,Braian OJEDA,Midfielder,0.0,1.0,0.0
406231,Yunus AKGUN,Forward,0.0,2.0,0.0
406304,Timothy WEAH,Forward,0.0,2.0,0.0
406606,Awer MABIL,Forward,0.0,1.0,0.0
407680,Juergen LOCADIA,Forward,0.0,3.0,0.0
407993,MOHAMED KANNO,Midfielder,0.0,3.0,0.0
409191,Nikola VLASIC,Midfielder,1.0,3.0,0.3333333333333333
411174,Jose FAJARDO,Forward,0.0,3.0,0.0
411176,Jose Luis RODRIGUEZ,Midfielder,0.0,3.0,0.0
411226,Djibril SOW,Midfielder,0.0,4.0,0.0
411367,Kai HAVERTZ,Forward,3.0,4.0,0.75
411375,RODRI,Midfielder,0.0,8.0,0.0
411376,Inaki WILLIAMS,Forward,0.0,2.0,0.0
411624,ABDULLAH ALKHAIBARI,Midfielder,0.0,3.0,0.0
411644,Saman GHODDOS,Midfielder,0.0,3.0,0.0
411658,Ellyes SKHIRI,Midfielder,0.0,3.0,0.0
411678,Ayoub El Kaabi,Forward,0.0,1.0,0.0
411726,LUCAS PAQUETA,Midfielder,0.0,4.0,0.0
416081,Julian ALVAREZ,Forward,1.0,8.0,0.125
416576,Alvaro FIDALGO,Midfielder,1.0,3.0,0.3333333333333333
416652,Jesse RANDALL,Forward,0.0,3.0,0.0
416989,Ali Alipour,Forward,0.0,1.0,0.0
418490,LEE Kangin,Midfielder,0.0,3.0,0.0
418535,JOAO FELIX,Forward,0.0,3.0,0.0
418548,PEDRO NETO,Forward,0.0,5.0,0.0
418550,RAFAEL LEAO,Forward,1.0,5.0,0.2
418561,FRANCISCO TRINCAO,Forward,0.0,1.0,0.0
418747,Tomas RODRIGUEZ,Forward,0.0,2.0,0.0
418781,Bamba DIENG,Forward,0.0,1.0,0.0
418795,Nicolas JACKSON,Forward,0.0,4.0,0.0
418798,Pape Matar SARR,Midfielder,0.0,2.0,0.0
418881,Cucho HERNANDEZ,Forward,0.0,2.0,0.0
418975,Thiago ALMADA,Forward,0.0,5.0,0.0
419005,Jordy ALCIVAR,Midfielder,0.0,1.0,0.0
419020,Gonzalo PLATA,Forward,1.0,4.0,0.25
419055,Brenden AARONSON,Forward,0.0,1.0,0.0
419068,Giovanni REYNA,Midfielder,1.0,5.0,0.2
419082,Ricardo PEPI,Forward,0.0,5.0,0.0
419100,Maxi ARAUJO,Midfielder,2.0,3.0,0.6666666666666666
419126,Darwin NUNEZ,Forward,0.0,3.0,0.0
419132,Brian RODRIGUEZ,Forward,0.0,3.0,0.0
419134,Juan Manuel SANABRIA,Midfielder,0.0,3.0,0.0
419211,Lyle FOSTER,Forward,0.0,1.0,0.0
419223,Oswin APPOLLIS,Forward,0.0,4.0,0.0
419291,FERAS ALBRIKAN,Forward,0.0,3.0,0.0
419300,KHALID ALGHANNAM,Forward,0.0,1.0,0.0
419302,ABDULLAH ALHAMDDAN,Forward,0.0,3.0,0.0
419436,AHMED ALGANEHI,Midfielder,0.0,1.0,0.0
419463,YUSUF ABDURISAG,Forward,0.0,2.0,0.0
419518,Erik LIRA,Midfielder,0.0,4.0,0.0
419652,Erling HAALAND,Forward,7.0,5.0,1.4
419654,Jens Petter HAUGE,Midfielder,0.0,1.0,0.0
419662,Jorgen STRAND LARSEN,Forward,0.0,2.0,0.0
419681,Kristian Thorstvedt,Midfielder,0.0,2.0,0.0
422657,Frenkie DE JONG,Midfielder,0.0,4.0,0.0
422968,MOHANAD ALI,Forward,0.0,1.0,0.0
423575,Ben OLD,Midfielder,0.0,3.0,0.0
423595,Marko STAMENIC,Midfielder,0.0,3.0,0.0
423646,PEDRI,Midfielder,0.0,8.0,0.0
423658,Yeremy PINO,Forward,0.0,2.0,0.0
423855,EOM Jisung,Midfielder,0.0,2.0,0.0
423933,Jayden Nelson,Forward,0.0,1.0,0.0
423941,Nathan SALIBA,Midfielder,1.0,3.0,0.3333333333333333
424036,Pedro VITE,Midfielder,0.0,4.0,0.0
424047,Jeremy Antonisse,Forward,0.0,2.0,0.0
424051,Brian BROBBEY,Forward,3.0,4.0,0.75
424056,Sontje HANSEN,Forward,0.0,1.0,0.0
424106,Haissem HASSAN,Forward,0.0,2.0,0.0
424119,Nathanael MBUKU,Midfielder,0.0,3.0,0.0
424422,Matias GALARZA,Midfielder,1.0,4.0,0.25
426506,Meschack ELIA,Forward,0.0,2.0,0.0
428882,Rodrigo DE PAUL,Midfielder,0.0,7.0,0.0
428885,Moises CAICEDO,Midfielder,0.0,4.0,0.0
428886,Luis DIAZ,Forward,1.0,5.0,0.2
428905,Luis SUAREZ,Forward,0.0,5.0,0.0
429063,EDMILSON JUNIOR,Forward,0.0,3.0,0.0
429095,HAMDY FATHY,Midfielder,0.0,4.0,0.0
429157,Julian QUINONES,Forward,4.0,5.0,0.8
429392,DANILO SANTOS,Midfielder,0.0,4.0,0.0
429640,Angelo Stiller,Midfielder,0.0,1.0,0.0
429642,Jamal MUSIALA,Midfielder,1.0,4.0,0.25
430070,Ante BUDIMIR,Forward,1.0,3.0,0.3333333333333333
430097,Ryan Christie,Midfielder,0.0,3.0,0.0
430098,Lyndon DYKES,Forward,0.0,2.0,0.0
430100,Sasa KALAJDZIC,Forward,1.0,3.0,0.3333333333333333
430138,Tajon BUCHANAN,Forward,0.0,5.0,0.0
430150,Alexander Isak,Forward,1.0,4.0,0.25
430176,Ryan GRAVENBERCH,Midfielder,0.0,4.0,0.0
430196,Amir HADZIAHMETOVIC,Midfielder,0.0,1.0,0.0
430385,KIM Jingyu,Midfielder,0.0,2.0,0.0
430387,CHO Guesung,Forward,0.0,2.0,0.0
430407,Daizen MAEDA,Midfielder,1.0,3.0,0.3333333333333333
430413,Ayase UEDA,Forward,2.0,4.0,0.5
430440,Aiden ONEILL,Midfielder,0.0,4.0,0.0
430452,Connor METCALFE,Midfielder,1.0,4.0,0.25
430465,IBRAHIM ADEL,Forward,0.0,1.0,0.0
430476,OMAR MARMOUSH,Forward,0.0,5.0,0.0
430482,EMAM ASHOUR,Midfielder,2.0,5.0,0.4
430597,GABRIEL MARTINELLI,Forward,1.0,4.0,0.25
430605,BRUNO GUIMARAES,Midfielder,0.0,5.0,0.0
430609,MATHEUS CUNHA,Forward,3.0,5.0,0.6
430628,Alexis MAC ALLISTER,Midfielder,1.0,8.0,0.125
430631,Nico GONZALEZ,Midfielder,0.0,7.0,0.0
430669,Florian WIRTZ,Midfielder,0.0,4.0,0.0
430697,Jean-Ricner Bellegarde,Midfielder,0.0,3.0,0.0
430698,Houssem Aouar,Midfielder,0.0,3.0,0.0
430718,Fabian RUIZ,Midfielder,1.0,8.0,0.125
430733,Mikel MERINO,Midfielder,2.0,8.0,0.25
430740,Brahim DIAZ,Forward,0.0,6.0,0.0
430750,Dani OLMO,Forward,0.0,8.0,0.0
430751,Mikel OYARZABAL,Forward,5.0,8.0,0.625
430754,Martin ZUBIMENDI,Midfielder,0.0,1.0,0.0
430759,Santiago GIMENEZ,Forward,0.0,4.0,0.0
430763,Luis ROMO,Midfielder,1.0,4.0,0.25
430766,Alexis VEGA,Forward,0.0,1.0,0.0
430822,Amad DIALLO,Forward,2.0,4.0,0.5
430831,Ibrahim SANGARE,Midfielder,0.0,4.0,0.0
430917,Evidence MAKGOPA,Forward,0.0,4.0,0.0
431208,MOHAMMAD ABUZRAIQ,Forward,0.0,2.0,0.0
431211,MOUSA ALTAMARI,Forward,1.0,3.0,0.3333333333333333
431212,ALI OLWAN,Forward,1.0,3.0,0.3333333333333333
431230,NOOR ALRAWABDEH,Midfielder,0.0,3.0,0.0
431693,Frantzdy Pierrot,Forward,0.0,3.0,0.0
431788,Pape GUEYE,Midfielder,2.0,4.0,0.5
431861,Rayan CHERKI,Midfielder,0.0,7.0,0.0
433066,Donyell Malen,Forward,0.0,3.0,0.0
433067,Morten Thorsby,Midfielder,0.0,1.0,0.0
433074,AMIR ALAMMARI,Midfielder,0.0,3.0,0.0
433076,Samuel Moutoussamy,Midfielder,0.0,4.0,0.0
433092,Alexis SAELEMAEKERS,Midfielder,1.0,4.0,0.25
433097,Declan RICE,Midfielder,1.0,7.0,0.14285714285714285
433118,Orkun KOKCU,Midfielder,0.0,3.0,0.0
433147,Michel AEBISCHER,Midfielder,0.0,4.0,0.0
433161,Edo Kayembe,Midfielder,0.0,3.0,0.0
433191,Che Adams,Forward,0.0,3.0,0.0
433361,Anis SLIMANE,Midfielder,0.0,3.0,0.0
433378,Hannibal MEJBRI,Midfielder,0.0,3.0,0.0
433394,AHMED FATHY,Midfielder,0.0,3.0,0.0
433426,Soufiane RAHIMI,Forward,2.0,6.0,0.3333333333333333
433461,ZIZO,Forward,0.0,4.0,0.0
433469,MOHANAD LASHIN,Midfielder,0.0,4.0,0.0
433534,NIZAR ALRASHDAN,Midfielder,1.0,3.0,0.3333333333333333
433585,IBRAHIM BAYESH,Midfielder,0.0,3.0,0.0
433635,Stephen EUSTAQUIO,Midfielder,1.0,5.0,0.2
433668,Michal SADILEK,Midfielder,1.0,3.0,0.3333333333333333
433679,Ramiz ZERROUKI,Midfielder,0.0,3.0,0.0
433724,WILLY SEMEDO,Midfielder,0.0,3.0,0.0
433754,Adam HLOZEK,Forward,0.0,3.0,0.0
433787,Scott McTominay,Midfielder,0.0,3.0,0.0
433795,Mattias SVANBERG,Midfielder,1.0,2.0,0.5
433872,RAPHINHA,Forward,0.0,2.0,0.0
434026,ZIDANE IQBAL,Midfielder,0.0,3.0,0.0
434029,ALI YOUSIF,Forward,0.0,1.0,0.0
436537,MUSAB ALJUWAYR,Midfielder,0.0,3.0,0.0
436628,ALI ALHAMADI,Forward,0.0,3.0,0.0
436743,Ermedin DEMIROVIC,Forward,0.0,4.0,0.0
441088,Nicolas SEIWALD,Midfielder,0.0,4.0,0.0
441135,Jesper KARLSTROM,Midfielder,0.0,2.0,0.0
441137,Anthony ELANGA,Forward,2.0,4.0,0.5
441148,MATHEUS NUNES,Midfielder,0.0,1.0,0.0
441149,VITINHA,Midfielder,0.0,5.0,0.0
441188,Kerem AKTURKOGLU,Forward,0.0,2.0,0.0
441234,Julio ENCISO,Forward,1.0,5.0,0.2
441257,Jonathan DAVID,Forward,3.0,5.0,0.6
441258,Ismael KONE,Midfielder,0.0,2.0,0.0
441259,Liam MILLAR,Midfielder,0.0,3.0,0.0
441307,Azzedine OUNAHI,Midfielder,2.0,6.0,0.3333333333333333
441316,Yoane WISSA,Forward,3.0,4.0,0.75
441317,Theo BONGONDA,Midfielder,0.0,2.0,0.0
441341,Elisha OWUSU,Midfielder,0.0,3.0,0.0
441342,Abdul FATAWU,Forward,0.0,4.0,0.0
441350,Hicham BOUDAOUI,Midfielder,0.0,3.0,0.0
441422,Nico PAZ,Forward,0.0,2.0,0.0
441623,Manuel UGARTE,Midfielder,0.0,3.0,0.0
442433,Ross STEWART,Forward,0.0,1.0,0.0
442434,Lewis FERGUSON,Midfielder,0.0,3.0,0.0
447855,Nico WILLIAMS,Forward,0.0,6.0,0.0
447860,Alex BAENA,Midfielder,1.0,7.0,0.14285714285714285
447864,Borja IGLESIAS,Forward,0.0,1.0,0.0
447866,GAVI,Midfielder,0.0,2.0,0.0
448015,Cristian VOLPATO,Forward,0.0,3.0,0.0
448051,Luis CHAVEZ,Midfielder,0.0,1.0,0.0
448081,GONCALO RAMOS,Forward,1.0,2.0,0.5
448103,Fabian RIEDER,Midfielder,0.0,5.0,0.0
448104,Cedric ITTEN,Forward,0.0,3.0,0.0
448112,Zeki AMDOUNI,Forward,0.0,4.0,0.0
448114,Dan NDOYE,Forward,2.0,6.0,0.3333333333333333
448120,Ardon JASHARI,Midfielder,0.0,3.0,0.0
448124,Christian FASSNACHT,Forward,0.0,1.0,0.0
448127,Noah OKAFOR,Forward,0.0,1.0,0.0
448128,Charles PICKEL,Midfielder,0.0,2.0,0.0
448131,Ruben VARGAS,Forward,2.0,6.0,0.3333333333333333
448149,Teun KOOPMEINERS,Midfielder,0.0,4.0,0.0
448152,Cody GAKPO,Forward,3.0,4.0,0.75
448153,Noa LANG,Forward,0.0,2.0,0.0
448157,Guus TIL,Midfielder,0.0,1.0,0.0
448159,Wout WEGHORST,Forward,0.0,1.0,0.0
448160,Luka SUCIC,Midfielder,0.0,1.0,0.0
448189,Anthony GORDON,Forward,1.0,6.0,0.16666666666666666
448196,Bukayo SAKA,Forward,3.0,7.0,0.42857142857142855
448198,Ivan TONEY,Forward,0.0,2.0,0.0
448202,Jude BELLINGHAM,Midfielder,7.0,8.0,0.875
448203,Ollie WATKINS,Forward,0.0,2.0,0.0
448214,Malik TILLMAN,Midfielder,2.0,5.0,0.4
448252,Enzo FERNANDEZ,Midfielder,2.0,7.0,0.2857142857142857
448310,Kevin RODRIGUEZ,Forward,0.0,4.0,0.0
448312,Nilson ANGULO,Forward,1.0,4.0,0.25
448341,Jeremy DOKU,Forward,0.0,5.0,0.0
448343,Hans VANAKEN,Midfielder,1.0,6.0,0.16666666666666666
448355,Leandro TROSSARD,Forward,2.0,6.0,0.3333333333333333
448362,Charles DE KETELAERE,Forward,3.0,5.0,0.6
448364,Amadou ONANA,Midfielder,0.0,4.0,0.0
448377,Dodi LUKEBAKIO,Forward,0.0,3.0,0.0
448390,Mathieu CHOINIERE,Midfielder,0.0,1.0,0.0
448411,Jacob SHAFFELBURG,Midfielder,0.0,5.0,0.0
448420,LUIZ HENRIQUE,Forward,0.0,1.0,0.0
448497,Mohammad MOHEBBI,Midfielder,1.0,3.0,0.3333333333333333
448523,Kamaldeen SULEMANA,Forward,0.0,2.0,0.0
448525,Ernest NUAMAH,Forward,0.0,3.0,0.0
448531,Antoine SEMENYO,Midfielder,0.0,4.0,0.0
448557,Daichi KAMADA,Midfielder,2.0,4.0,0.5
448569,Shuto MACHINO,Forward,0.0,1.0,0.0
448585,YANG Hyunjun,Midfielder,0.0,1.0,0.0
448586,OH Hyeongyu,Forward,1.0,3.0,0.3333333333333333
448598,Ismael SAIBARI,Midfielder,3.0,5.0,0.6
448612,Bilal EL KHANNOUSS,Midfielder,0.0,6.0,0.0
448662,Elias ACHOURI,Forward,0.0,3.0,0.0
448815,Iliman NDIAYE,Forward,1.0,3.0,0.3333333333333333
448825,Pathe CISS,Midfielder,0.0,4.0,0.0
461177,Obed VARGAS,Midfielder,0.0,3.0,0.0
461788,MARAWAN ATTIA,Midfielder,0.0,5.0,0.0
463125,Ramon SOSA,Midfielder,0.0,1.0,0.0
463127,Gabriel AVALOS,Forward,0.0,4.0,0.0
463128,Diego GOMEZ,Midfielder,0.0,4.0,0.0
463234,Thapelo MASEKO,Forward,1.0,3.0,0.3333333333333333
463236,Jayden ADAMS,Midfielder,0.0,3.0,0.0
463282,Alexander PRASS,Midfielder,0.0,2.0,0.0
463283,Romano SCHMID,Midfielder,1.0,4.0,0.25
463286,Patrick WIMMER,Forward,0.0,2.0,0.0
463468,Alan MINDA,Midfielder,0.0,1.0,0.0
463495,Kendry PAEZ,Midfielder,0.0,1.0,0.0
463661,Valentin BARCO,Midfielder,0.0,1.0,0.0
463746,ENDRICK,Forward,0.0,4.0,0.0
463800,Carney CHUKWUEMEKA,Midfielder,0.0,3.0,0.0
464103,Ange-Yoan BONNY,Forward,0.0,4.0,0.0
464114,Desire DOUE,Forward,1.0,8.0,0.125
464133,Elye WAHI,Forward,0.0,3.0,0.0
464339,Keisuke GOTO,Forward,0.0,1.0,0.0
464457,ALI JASIM,Forward,0.0,2.0,0.0
464458,YOUSSEF AMYN,Midfielder,0.0,1.0,0.0
464484,Ismael GHARBI,Midfielder,0.0,3.0,0.0
464533,Brian GUTIERREZ,Midfielder,0.0,4.0,0.0
464566,Esmir BAJRAKTAREVIC,Forward,0.0,4.0,0.0
464842,Lamine CAMARA,Midfielder,0.0,4.0,0.0
464897,Sherzod ESANOV,Midfielder,0.0,1.0,0.0
464933,Abbosbek FAYZULLAEV,Midfielder,1.0,3.0,0.3333333333333333
466317,Juninho BACUNA,Midfielder,0.0,3.0,0.0
466340,Leandro BACUNA,Midfielder,0.0,3.0,0.0
466346,Brandley KUWAS,Forward,0.0,1.0,0.0
466352,Kenji GORRE,Forward,0.0,1.0,0.0
466359,Godfried ROEMERATOE,Midfielder,0.0,1.0,0.0
466363,Jearl MARGARITHA,Forward,0.0,2.0,0.0
466372,Gervane KASTANEER,Forward,0.0,3.0,0.0
466624,Folarin BALOGUN,Forward,3.0,4.0,0.75
466669,Azarias LONDONO,Forward,0.0,3.0,0.0
466687,Ali AHMED,Forward,0.0,4.0,0.0
466838,Danley JEAN JACQUES,Midfielder,0.0,3.0,0.0
466865,Derrick ETIENNE,Forward,0.0,1.0,0.0
470759,Kevin CASTANO,Midfielder,0.0,2.0,0.0
470760,Jhon ARIAS,Midfielder,1.0,5.0,0.2
472877,Irfan Can KAHVECI,Forward,0.0,1.0,0.0
473050,Richard RIOS,Midfielder,0.0,5.0,0.0
473113,Eberechi EZE,Midfielder,0.0,5.0,0.0
475036,RAYAN,Forward,0.0,4.0,0.0
476348,Damian BOBADILLA,Midfielder,0.0,4.0,0.0
477470,Oscar BOBB,Midfielder,0.0,6.0,0.0
477536,Federico VINAS,Forward,0.0,3.0,0.0
477777,Oumar DIAKITE,Forward,0.0,2.0,0.0
